hotel_nombre;consumo_energia_kwh;residuos_generados_kg;porcentaje_reciclaje;uso_agua_m3;fecha
Apollo Towers;1501;1375;614;4264;2024-08-22
Alletra Diamond Grand Hotel;3238;1948;866;3333;2024-08-23
ProLiant Towers;3769;1892;886;4332;2024-08-23
Aruba Luxury Lodge;2695;1103;946;4696;2024-08-23
InfoSight Boutique Hotel;3936;1331;515;3705;2024-08-23
Primera Grand;3403;1616;804;3427;2024-08-23
dHCI Executive Boutique Hotel;2755;1861;751;3799;2024-08-23
ProLiant Haven;3374;1756;685;4856;2024-08-23
Apollo Executive Beach Resort;1787;1418;505;3107;2024-08-23
Aruba Lodge;1831;1283;679;4805;2024-08-23
Alletra Haven;1278;1632;869;3840;2024-08-23
dHCI Platinum Beach Resort;2908;1974;731;3569;2024-08-23
GreenLake Platinum Heritage Inn;1261;1516;754;4905;2024-08-23
Pointnext Signature Residences & Suites;1422;1058;882;4038;2024-08-23
ProLiant Place;3235;1224;548;3884;2024-08-23
Synergy Golden Grand Hotel;3234;1070;859;4338;2024-08-23
Alletra Resort;2442;1686;685;4502;2024-08-23
GreenLake Digital Business Suites;3653;1222;943;3287;2024-08-23
Apollo Resort & Spa;3807;1643;756;4105;2024-08-23
Nimble Inn;2756;1363;803;4684;2024-08-23
Ezmeral Grand Hotel;1501;1827;767;3436;2024-08-23
Alletra Boutique Hotel;2188;1215;681;4722;2024-08-23
Simplivity Golden Plaza Hotel;1688;1635;894;3096;2024-08-23
Cray Villas;2870;1721;755;3098;2024-08-23
Apollo Diamond Suites;1430;1978;711;3460;2024-08-23
Apollo Towers;2621;1281;719;3528;2024-08-23
Alletra Diamond Grand Hotel;2210;1643;629;3784;2024-08-24
ProLiant Towers;3438;1912;702;4554;2024-08-24
Aruba Luxury Lodge;1089;1687;581;4993;2024-08-24
InfoSight Boutique Hotel;1884;1717;929;3352;2024-08-24
Primera Grand;1639;1364;759;4523;2024-08-24
dHCI Executive Boutique Hotel;2686;1924;521;3143;2024-08-24
ProLiant Haven;1383;1927;715;3187;2024-08-24
Apollo Executive Beach Resort;3003;1685;918;4265;2024-08-24
Aruba Lodge;3069;1670;538;4168;2024-08-24
Alletra Haven;3478;1828;736;4787;2024-08-24
dHCI Platinum Beach Resort;1480;1969;859;4441;2024-08-24
GreenLake Platinum Heritage Inn;3996;1505;932;4991;2024-08-24
Pointnext Signature Residences & Suites;1176;1456;576;3686;2024-08-24
ProLiant Place;2989;1670;907;4167;2024-08-24
Synergy Golden Grand Hotel;3639;1690;673;4835;2024-08-24
Alletra Resort;3679;1132;555;3498;2024-08-24
GreenLake Digital Business Suites;1273;1274;540;4138;2024-08-24
Apollo Resort & Spa;1786;1648;688;4029;2024-08-24
Nimble Inn;3081;1601;757;3202;2024-08-24
Ezmeral Grand Hotel;2542;1743;561;3056;2024-08-24
Alletra Boutique Hotel;3824;1374;516;4425;2024-08-24
Simplivity Golden Plaza Hotel;3975;1460;770;3558;2024-08-24
Cray Villas;1091;1184;893;3509;2024-08-24
Apollo Diamond Suites;1609;1267;504;4384;2024-08-24
Apollo Towers;3134;1818;633;3952;2024-08-24
Alletra Diamond Grand Hotel;1320;1054;912;4703;2024-08-25
ProLiant Towers;1702;1986;710;4331;2024-08-25
Aruba Luxury Lodge;2152;1822;869;4268;2024-08-25
InfoSight Boutique Hotel;1440;1926;927;4339;2024-08-25
Primera Grand;2663;1886;637;3972;2024-08-25
dHCI Executive Boutique Hotel;1441;1630;817;4498;2024-08-25
ProLiant Haven;2823;1135;884;4512;2024-08-25
Apollo Executive Beach Resort;2492;1024;552;4240;2024-08-25
Aruba Lodge;1380;1355;500;4164;2024-08-25
Alletra Haven;2470;1765;847;3687;2024-08-25
dHCI Platinum Beach Resort;1843;1519;686;4903;2024-08-25
GreenLake Platinum Heritage Inn;2049;1939;717;3180;2024-08-25
Pointnext Signature Residences & Suites;3994;1024;598;4523;2024-08-25
ProLiant Place;2777;1615;883;3048;2024-08-25
Synergy Golden Grand Hotel;2577;1349;807;4667;2024-08-25
Alletra Resort;3895;1259;564;4851;2024-08-25
GreenLake Digital Business Suites;3456;1470;821;4376;2024-08-25
Apollo Resort & Spa;1569;1081;799;3827;2024-08-25
Nimble Inn;2423;1145;548;4529;2024-08-25
Ezmeral Grand Hotel;1844;1498;717;4422;2024-08-25
Alletra Boutique Hotel;1883;1807;635;4841;2024-08-25
Simplivity Golden Plaza Hotel;3013;1040;925;4745;2024-08-25
Cray Villas;1462;1513;518;3125;2024-08-25
Apollo Diamond Suites;1892;1257;597;3834;2024-08-25
Apollo Towers;2905;1932;661;4190;2024-08-25
Alletra Diamond Grand Hotel;3256;1800;653;3757;2024-08-26
ProLiant Towers;3254;1573;765;3699;2024-08-26
Aruba Luxury Lodge;1947;1578;545;4574;2024-08-26
InfoSight Boutique Hotel;3812;1170;734;3888;2024-08-26
Primera Grand;2338;1230;809;3763;2024-08-26
dHCI Executive Boutique Hotel;1165;1757;940;4335;2024-08-26
ProLiant Haven;3790;1197;909;4343;2024-08-26
Apollo Executive Beach Resort;3405;1163;854;4499;2024-08-26
Aruba Lodge;1542;1282;918;3772;2024-08-26
Alletra Haven;3823;1256;522;4146;2024-08-26
dHCI Platinum Beach Resort;2213;1172;929;4459;2024-08-26
GreenLake Platinum Heritage Inn;3795;1542;934;3360;2024-08-26
Pointnext Signature Residences & Suites;3147;1470;720;3995;2024-08-26
ProLiant Place;3130;1073;549;3290;2024-08-26
Synergy Golden Grand Hotel;2659;1181;682;4275;2024-08-26
Alletra Resort;2562;1889;889;4543;2024-08-26
GreenLake Digital Business Suites;1486;1015;562;3460;2024-08-26
Apollo Resort & Spa;1258;1017;935;3628;2024-08-26
Nimble Inn;3880;1182;740;4266;2024-08-26
Ezmeral Grand Hotel;2895;1021;773;3495;2024-08-26
Alletra Boutique Hotel;1812;1516;701;3271;2024-08-26
Simplivity Golden Plaza Hotel;2577;1763;567;3190;2024-08-26
Cray Villas;2892;1091;826;4252;2024-08-26
Apollo Diamond Suites;2352;1402;722;3453;2024-08-26
Apollo Towers;1721;1355;653;3984;2024-08-26
Alletra Diamond Grand Hotel;1946;1236;807;4694;2024-08-27
ProLiant Towers;2475;1436;624;3259;2024-08-27
Aruba Luxury Lodge;2869;1082;707;3015;2024-08-27
InfoSight Boutique Hotel;2357;1724;509;3709;2024-08-27
Primera Grand;1629;1059;666;3245;2024-08-27
dHCI Executive Boutique Hotel;3583;1627;847;3188;2024-08-27
ProLiant Haven;3263;1870;617;3245;2024-08-27
Apollo Executive Beach Resort;2410;1175;729;3033;2024-08-27
Aruba Lodge;2922;1763;933;3020;2024-08-27
Alletra Haven;1234;1471;652;4060;2024-08-27
dHCI Platinum Beach Resort;3798;1727;641;4379;2024-08-27
GreenLake Platinum Heritage Inn;3538;1106;846;4137;2024-08-27
Pointnext Signature Residences & Suites;2171;1264;552;4846;2024-08-27
ProLiant Place;1732;1230;831;4872;2024-08-27
Synergy Golden Grand Hotel;2460;1183;705;3406;2024-08-27
Alletra Resort;1088;1302;562;4674;2024-08-27
GreenLake Digital Business Suites;1242;1167;793;4921;2024-08-27
Apollo Resort & Spa;1761;1317;588;4643;2024-08-27
Nimble Inn;2252;1080;918;3390;2024-08-27
Ezmeral Grand Hotel;1489;1489;562;4775;2024-08-27
Alletra Boutique Hotel;3304;1312;882;4539;2024-08-27
Simplivity Golden Plaza Hotel;2364;1643;945;3392;2024-08-27
Cray Villas;2313;1472;895;3212;2024-08-27
Apollo Diamond Suites;3258;1625;679;3846;2024-08-27
Apollo Towers;2396;1980;836;3133;2024-08-27
Alletra Diamond Grand Hotel;1407;1620;901;4454;2024-08-28
ProLiant Towers;3707;1030;925;3422;2024-08-28
Aruba Luxury Lodge;1346;1111;639;3900;2024-08-28
InfoSight Boutique Hotel;3088;1961;702;3528;2024-08-28
Primera Grand;2985;1601;586;4543;2024-08-28
dHCI Executive Boutique Hotel;3478;1400;605;4365;2024-08-28
ProLiant Haven;1952;1658;898;4601;2024-08-28
Apollo Executive Beach Resort;1891;1764;575;4189;2024-08-28
Aruba Lodge;1010;1886;854;3287;2024-08-28
Alletra Haven;1378;1970;862;3305;2024-08-28
dHCI Platinum Beach Resort;3504;1159;707;4589;2024-08-28
GreenLake Platinum Heritage Inn;3932;1732;521;3229;2024-08-28
Pointnext Signature Residences & Suites;3402;1664;903;3353;2024-08-28
ProLiant Place;3829;1964;939;3333;2024-08-28
Synergy Golden Grand Hotel;3131;1107;782;3466;2024-08-28
Alletra Resort;2178;1781;651;4330;2024-08-28
GreenLake Digital Business Suites;3497;1381;588;4609;2024-08-28
Apollo Resort & Spa;3723;1147;677;4210;2024-08-28
Nimble Inn;3291;1394;538;4508;2024-08-28
Ezmeral Grand Hotel;3002;1223;507;3087;2024-08-28
Alletra Boutique Hotel;3763;1536;820;3616;2024-08-28
Simplivity Golden Plaza Hotel;3511;1058;532;3289;2024-08-28
Cray Villas;2684;1721;769;3790;2024-08-28
Apollo Diamond Suites;1330;1898;514;4954;2024-08-28
Apollo Towers;3554;1309;860;4426;2024-08-28
Alletra Diamond Grand Hotel;3136;1379;586;3531;2024-08-29
ProLiant Towers;2788;1662;674;4530;2024-08-29
Aruba Luxury Lodge;1803;1255;593;3712;2024-08-29
InfoSight Boutique Hotel;1491;1411;555;4971;2024-08-29
Primera Grand;1397;1191;620;4193;2024-08-29
dHCI Executive Boutique Hotel;1654;1696;546;3127;2024-08-29
ProLiant Haven;3949;1717;585;3258;2024-08-29
Apollo Executive Beach Resort;1010;1093;542;3574;2024-08-29
Aruba Lodge;2963;1892;858;3460;2024-08-29
Alletra Haven;1252;1112;658;3443;2024-08-29
dHCI Platinum Beach Resort;2716;1813;511;3795;2024-08-29
GreenLake Platinum Heritage Inn;2049;1919;636;4814;2024-08-29
Pointnext Signature Residences & Suites;2326;1066;671;3212;2024-08-29
ProLiant Place;3216;1944;618;4662;2024-08-29
Synergy Golden Grand Hotel;3494;1403;829;3332;2024-08-29
Alletra Resort;1760;1535;503;3698;2024-08-29
GreenLake Digital Business Suites;1099;1776;743;4839;2024-08-29
Apollo Resort & Spa;1961;1709;592;4453;2024-08-29
Nimble Inn;1574;1361;812;3262;2024-08-29
Ezmeral Grand Hotel;2976;1775;923;3180;2024-08-29
Alletra Boutique Hotel;2692;1536;514;3492;2024-08-29
Simplivity Golden Plaza Hotel;2695;1916;620;4422;2024-08-29
Cray Villas;2175;1584;777;4596;2024-08-29
Apollo Diamond Suites;3279;1480;785;3048;2024-08-29
Apollo Towers;2593;1199;627;4950;2024-08-29
Alletra Diamond Grand Hotel;3799;1470;747;3786;2024-08-30
ProLiant Towers;1414;1586;830;4818;2024-08-30
Aruba Luxury Lodge;1956;1776;534;3212;2024-08-30
InfoSight Boutique Hotel;3531;1060;519;4964;2024-08-30
Primera Grand;2478;1587;504;3917;2024-08-30
dHCI Executive Boutique Hotel;1754;1274;844;3882;2024-08-30
ProLiant Haven;3133;1974;616;4481;2024-08-30
Apollo Executive Beach Resort;1153;1055;906;4144;2024-08-30
Aruba Lodge;1066;1643;543;3264;2024-08-30
Alletra Haven;3970;1354;903;3324;2024-08-30
dHCI Platinum Beach Resort;2524;1096;593;3876;2024-08-30
GreenLake Platinum Heritage Inn;2695;1157;736;3618;2024-08-30
Pointnext Signature Residences & Suites;3304;1629;948;3589;2024-08-30
ProLiant Place;2903;1375;579;4897;2024-08-30
Synergy Golden Grand Hotel;1713;1667;896;3794;2024-08-30
Alletra Resort;1274;1279;801;3052;2024-08-30
GreenLake Digital Business Suites;3551;1689;645;4967;2024-08-30
Apollo Resort & Spa;3656;1362;569;4955;2024-08-30
Nimble Inn;2047;1751;813;3692;2024-08-30
Ezmeral Grand Hotel;2751;1908;536;4002;2024-08-30
Alletra Boutique Hotel;3638;1751;858;3702;2024-08-30
Simplivity Golden Plaza Hotel;2584;1562;769;3382;2024-08-30
Cray Villas;2733;1934;800;3670;2024-08-30
Apollo Diamond Suites;2898;1989;914;4883;2024-08-30
Apollo Towers;1803;1162;805;3604;2024-08-30
Alletra Diamond Grand Hotel;1047;1006;764;4148;2024-08-31
ProLiant Towers;1641;1793;626;4564;2024-08-31
Aruba Luxury Lodge;1806;1336;948;3478;2024-08-31
InfoSight Boutique Hotel;3381;1305;916;3199;2024-08-31
Primera Grand;1726;1509;651;3746;2024-08-31
dHCI Executive Boutique Hotel;1396;1623;838;3401;2024-08-31
ProLiant Haven;1157;1973;552;4679;2024-08-31
Apollo Executive Beach Resort;1378;1390;930;4660;2024-08-31
Aruba Lodge;1787;1004;526;3078;2024-08-31
Alletra Haven;3486;1246;769;4466;2024-08-31
dHCI Platinum Beach Resort;3430;1813;733;4689;2024-08-31
GreenLake Platinum Heritage Inn;1565;1350;921;4728;2024-08-31
Pointnext Signature Residences & Suites;3266;1960;771;3082;2024-08-31
ProLiant Place;3548;1519;706;3972;2024-08-31
Synergy Golden Grand Hotel;2793;1218;938;4422;2024-08-31
Alletra Resort;2503;1595;804;3337;2024-08-31
GreenLake Digital Business Suites;2590;1825;508;3283;2024-08-31
Apollo Resort & Spa;3610;1490;922;4461;2024-08-31
Nimble Inn;2373;1173;948;3739;2024-08-31
Ezmeral Grand Hotel;1418;1948;820;4541;2024-08-31
Alletra Boutique Hotel;2038;1503;928;4063;2024-08-31
Simplivity Golden Plaza Hotel;1087;1743;752;4539;2024-08-31
Cray Villas;2649;1570;877;3195;2024-08-31
Apollo Diamond Suites;2810;1555;708;4884;2024-08-31
Apollo Towers;1551;1248;703;3441;2024-08-31
Alletra Diamond Grand Hotel;2387;1835;675;4273;2024-09-01
ProLiant Towers;2310;1785;918;3615;2024-09-01
Aruba Luxury Lodge;2436;1911;884;3311;2024-09-01
InfoSight Boutique Hotel;2043;1635;768;3468;2024-09-01
Primera Grand;2834;1164;558;4207;2024-09-01
dHCI Executive Boutique Hotel;1497;1011;796;3067;2024-09-01
ProLiant Haven;2936;1632;706;3960;2024-09-01
Apollo Executive Beach Resort;2899;1431;786;4184;2024-09-01
Aruba Lodge;1617;1244;860;4570;2024-09-01
Alletra Haven;2798;1032;542;4796;2024-09-01
dHCI Platinum Beach Resort;3095;1529;641;3213;2024-09-01
GreenLake Platinum Heritage Inn;1241;1843;748;4346;2024-09-01
Pointnext Signature Residences & Suites;2006;1454;623;4567;2024-09-01
ProLiant Place;3820;1165;741;3690;2024-09-01
Synergy Golden Grand Hotel;2443;1242;749;4738;2024-09-01
Alletra Resort;1043;1176;817;4684;2024-09-01
GreenLake Digital Business Suites;3454;1935;853;3404;2024-09-01
Apollo Resort & Spa;3153;1492;766;4574;2024-09-01
Nimble Inn;2261;1933;776;3981;2024-09-01
Ezmeral Grand Hotel;3624;1460;862;3349;2024-09-01
Alletra Boutique Hotel;2812;1846;648;4876;2024-09-01
Simplivity Golden Plaza Hotel;2872;1164;701;4082;2024-09-01
Cray Villas;2245;1865;536;3199;2024-09-01
Apollo Diamond Suites;2927;1041;707;3630;2024-09-01
Apollo Towers;3827;1083;823;3047;2024-09-01
Alletra Diamond Grand Hotel;1355;1663;863;3077;2024-09-02
ProLiant Towers;1048;1108;624;3933;2024-09-02
Aruba Luxury Lodge;3197;1569;751;4986;2024-09-02
InfoSight Boutique Hotel;1207;1871;879;3028;2024-09-02
Primera Grand;1798;1687;601;3019;2024-09-02
dHCI Executive Boutique Hotel;2302;1772;628;3766;2024-09-02
ProLiant Haven;1931;1546;741;4613;2024-09-02
Apollo Executive Beach Resort;1844;1301;526;4421;2024-09-02
Aruba Lodge;1862;1672;501;3833;2024-09-02
Alletra Haven;1473;1895;752;4007;2024-09-02
dHCI Platinum Beach Resort;3476;1581;648;3760;2024-09-02
GreenLake Platinum Heritage Inn;3130;1945;580;4452;2024-09-02
Pointnext Signature Residences & Suites;3682;1757;921;3637;2024-09-02
ProLiant Place;1409;1558;515;3378;2024-09-02
Synergy Golden Grand Hotel;1475;1073;876;4309;2024-09-02
Alletra Resort;1783;1177;753;4498;2024-09-02
GreenLake Digital Business Suites;3712;1183;656;3723;2024-09-02
Apollo Resort & Spa;1073;1291;836;4297;2024-09-02
Nimble Inn;2947;1590;863;4629;2024-09-02
Ezmeral Grand Hotel;2346;1737;552;4809;2024-09-02
Alletra Boutique Hotel;2421;1256;655;3093;2024-09-02
Simplivity Golden Plaza Hotel;1439;1989;793;4503;2024-09-02
Cray Villas;1992;1984;582;3378;2024-09-02
Apollo Diamond Suites;1401;1912;883;4277;2024-09-02
Apollo Towers;3931;1599;908;4394;2024-09-02
Alletra Diamond Grand Hotel;2925;1168;703;3796;2024-09-03
ProLiant Towers;3620;1406;908;4107;2024-09-03
Aruba Luxury Lodge;2527;1657;598;4255;2024-09-03
InfoSight Boutique Hotel;2375;1598;565;3358;2024-09-03
Primera Grand;2185;1495;535;3322;2024-09-03
dHCI Executive Boutique Hotel;1562;1973;917;4048;2024-09-03
ProLiant Haven;2105;1863;631;4793;2024-09-03
Apollo Executive Beach Resort;2071;1433;714;3169;2024-09-03
Aruba Lodge;3061;1754;917;3091;2024-09-03
Alletra Haven;3011;1374;719;3235;2024-09-03
dHCI Platinum Beach Resort;2760;1207;801;3304;2024-09-03
GreenLake Platinum Heritage Inn;2699;1852;643;4614;2024-09-03
Pointnext Signature Residences & Suites;3476;1874;666;3339;2024-09-03
ProLiant Place;3828;1086;513;3015;2024-09-03
Synergy Golden Grand Hotel;1578;1308;666;3423;2024-09-03
Alletra Resort;1374;1017;846;3510;2024-09-03
GreenLake Digital Business Suites;1248;1579;632;4869;2024-09-03
Apollo Resort & Spa;1646;1085;941;4575;2024-09-03
Nimble Inn;1830;1975;825;3681;2024-09-03
Ezmeral Grand Hotel;3878;1301;821;4116;2024-09-03
Alletra Boutique Hotel;3251;1060;885;4441;2024-09-03
Simplivity Golden Plaza Hotel;1170;1278;856;4968;2024-09-03
Cray Villas;1789;1420;841;4369;2024-09-03
Apollo Diamond Suites;1848;1194;798;3111;2024-09-03
Apollo Towers;2344;1812;685;4959;2024-09-03
Alletra Diamond Grand Hotel;2487;1534;943;3978;2024-09-04
ProLiant Towers;2467;1305;782;3154;2024-09-04
Aruba Luxury Lodge;2161;1894;816;3513;2024-09-04
InfoSight Boutique Hotel;1009;1884;635;3093;2024-09-04
Primera Grand;3178;1107;629;4839;2024-09-04
dHCI Executive Boutique Hotel;3243;1568;904;4177;2024-09-04
ProLiant Haven;2924;1172;892;3445;2024-09-04
Apollo Executive Beach Resort;3036;1872;737;3133;2024-09-04
Aruba Lodge;3392;1588;820;4275;2024-09-04
Alletra Haven;3585;1772;538;3896;2024-09-04
dHCI Platinum Beach Resort;2740;1815;871;4634;2024-09-04
GreenLake Platinum Heritage Inn;2171;1183;757;4971;2024-09-04
Pointnext Signature Residences & Suites;2208;1954;693;4115;2024-09-04
ProLiant Place;3947;1128;589;3666;2024-09-04
Synergy Golden Grand Hotel;3665;1246;621;3285;2024-09-04
Alletra Resort;1566;1011;611;4894;2024-09-04
GreenLake Digital Business Suites;2128;1105;603;3481;2024-09-04
Apollo Resort & Spa;1800;1955;756;4836;2024-09-04
Nimble Inn;3795;1136;553;3417;2024-09-04
Ezmeral Grand Hotel;1469;1674;712;4800;2024-09-04
Alletra Boutique Hotel;3773;1395;741;4554;2024-09-04
Simplivity Golden Plaza Hotel;2970;1068;791;4629;2024-09-04
Cray Villas;1588;1158;694;4295;2024-09-04
Apollo Diamond Suites;2553;1162;517;3373;2024-09-04
Apollo Towers;2509;1219;920;4481;2024-09-04
Alletra Diamond Grand Hotel;1923;1883;754;3160;2024-09-05
ProLiant Towers;3207;1502;632;4511;2024-09-05
Aruba Luxury Lodge;2395;1593;939;3341;2024-09-05
InfoSight Boutique Hotel;2021;1743;802;3921;2024-09-05
Primera Grand;2339;1201;890;3264;2024-09-05
dHCI Executive Boutique Hotel;1499;1249;517;3445;2024-09-05
ProLiant Haven;3141;1930;507;4037;2024-09-05
Apollo Executive Beach Resort;1641;1094;789;4105;2024-09-05
Aruba Lodge;3328;1720;752;4890;2024-09-05
Alletra Haven;2711;1790;664;4437;2024-09-05
dHCI Platinum Beach Resort;3391;1866;884;3722;2024-09-05
GreenLake Platinum Heritage Inn;1190;1912;830;3837;2024-09-05
Pointnext Signature Residences & Suites;3852;1668;942;3077;2024-09-05
ProLiant Place;1120;1108;647;4915;2024-09-05
Synergy Golden Grand Hotel;3435;1694;601;3760;2024-09-05
Alletra Resort;2217;1224;837;4108;2024-09-05
GreenLake Digital Business Suites;2125;1745;820;3978;2024-09-05
Apollo Resort & Spa;2104;1825;603;3932;2024-09-05
Nimble Inn;1727;1494;675;3400;2024-09-05
Ezmeral Grand Hotel;2870;1303;907;4704;2024-09-05
Alletra Boutique Hotel;2428;1913;536;4881;2024-09-05
Simplivity Golden Plaza Hotel;2863;1454;731;3879;2024-09-05
Cray Villas;3549;1096;830;3683;2024-09-05
Apollo Diamond Suites;2501;1641;669;4999;2024-09-05
Apollo Towers;3164;1730;584;4928;2024-09-05
Alletra Diamond Grand Hotel;3410;1011;936;4914;2024-09-06
ProLiant Towers;2188;1984;856;4560;2024-09-06
Aruba Luxury Lodge;3452;1078;939;4261;2024-09-06
InfoSight Boutique Hotel;2620;1950;665;3745;2024-09-06
Primera Grand;2858;1143;640;4575;2024-09-06
dHCI Executive Boutique Hotel;2202;1101;902;3986;2024-09-06
ProLiant Haven;1942;1046;693;3480;2024-09-06
Apollo Executive Beach Resort;2408;1234;626;3121;2024-09-06
Aruba Lodge;2667;1925;547;4730;2024-09-06
Alletra Haven;3692;1962;673;4010;2024-09-06
dHCI Platinum Beach Resort;3186;1088;918;4622;2024-09-06
GreenLake Platinum Heritage Inn;2069;1358;721;3622;2024-09-06
Pointnext Signature Residences & Suites;2741;1175;731;4128;2024-09-06
ProLiant Place;2998;1589;581;4750;2024-09-06
Synergy Golden Grand Hotel;3581;1037;835;3057;2024-09-06
Alletra Resort;1331;1704;787;3203;2024-09-06
GreenLake Digital Business Suites;3601;1998;837;4911;2024-09-06
Apollo Resort & Spa;1694;1370;772;3321;2024-09-06
Nimble Inn;3055;1700;588;4060;2024-09-06
Ezmeral Grand Hotel;3257;1658;714;3929;2024-09-06
Alletra Boutique Hotel;2178;1512;541;3406;2024-09-06
Simplivity Golden Plaza Hotel;1685;1891;787;3894;2024-09-06
Cray Villas;3108;1547;703;4964;2024-09-06
Apollo Diamond Suites;1036;1122;584;4409;2024-09-06
Apollo Towers;3347;1930;562;3402;2024-09-06
Alletra Diamond Grand Hotel;2552;1623;586;3449;2024-09-07
ProLiant Towers;1402;1743;866;3408;2024-09-07
Aruba Luxury Lodge;3681;1013;872;4297;2024-09-07
InfoSight Boutique Hotel;2190;1280;689;4317;2024-09-07
Primera Grand;2131;1625;614;3715;2024-09-07
dHCI Executive Boutique Hotel;3153;1468;710;3074;2024-09-07
ProLiant Haven;3485;1513;938;4071;2024-09-07
Apollo Executive Beach Resort;2407;1324;533;4453;2024-09-07
Aruba Lodge;3051;1781;774;4629;2024-09-07
Alletra Haven;3402;1824;817;4434;2024-09-07
dHCI Platinum Beach Resort;3544;1745;912;4550;2024-09-07
GreenLake Platinum Heritage Inn;1412;1748;822;4930;2024-09-07
Pointnext Signature Residences & Suites;3712;1230;868;3855;2024-09-07
ProLiant Place;2283;1625;696;4266;2024-09-07
Synergy Golden Grand Hotel;3896;1369;725;3523;2024-09-07
Alletra Resort;2493;1841;659;4526;2024-09-07
GreenLake Digital Business Suites;3549;1463;537;3333;2024-09-07
Apollo Resort & Spa;1920;1927;621;4750;2024-09-07
Nimble Inn;2031;1905;506;4586;2024-09-07
Ezmeral Grand Hotel;1832;1708;858;4636;2024-09-07
Alletra Boutique Hotel;2101;1584;501;4572;2024-09-07
Simplivity Golden Plaza Hotel;2405;1265;835;4538;2024-09-07
Cray Villas;2996;1138;680;3756;2024-09-07
Apollo Diamond Suites;2763;1139;672;4956;2024-09-07
Apollo Towers;1287;1960;681;4022;2024-09-07
Alletra Diamond Grand Hotel;2926;1127;867;4774;2024-09-08
ProLiant Towers;1919;1873;593;4520;2024-09-08
Aruba Luxury Lodge;2466;1078;898;4734;2024-09-08
