hotel_nombre;fecha;tasa_ocupacion;reservas_confirmadas;cancelaciones;precio_promedio_noche
Apollo Resort & Spa;29/08/2023;92;311;28;25989
Nimble Inn;29/08/2023;90;408;24;27027
Ezmeral Grand Hotel;29/08/2023;75;313;17;25991
Alletra Boutique Hotel;29/08/2023;81;278;16;26679
Simplivity Golden Plaza Hotel;29/08/2023;79;288;16;28687
Cray Villas;29/08/2023;70;295;34;15146
Apollo Diamond Suites;29/08/2023;89;406;52;24006
Apollo Towers;29/08/2023;82;285;23;20505
Alletra Diamond Grand Hotel;30/08/2023;90;347;63;16542
ProLiant Towers;30/08/2023;94;350;63;3070
Aruba Luxury Lodge;30/08/2023;77;345;49;18903
InfoSight Boutique Hotel;30/08/2023;83;303;39;29296
Primera Grand;30/08/2023;70;279;16;23797
dHCI Executive Boutique Hotel;30/08/2023;89;178;14;24543
ProLiant Haven;30/08/2023;90;393;67;15419
Apollo Executive Beach Resort;30/08/2023;70;269;38;17934
Aruba Lodge;30/08/2023;85;265;34;21293
Alletra Haven;30/08/2023;93;458;79;21656
dHCI Platinum Beach Resort;30/08/2023;76;307;53;14759
GreenLake Platinum Heritage Inn;30/08/2023;91;406;47;22738
Pointnext Signature Residences & Suites;30/08/2023;90;244;28;22273
ProLiant Place;30/08/2023;86;262;49;21611
Synergy Golden Grand Hotel;30/08/2023;84;278;39;26069
Alletra Resort;30/08/2023;92;421;54;30901
GreenLake Digital Business Suites;30/08/2023;70;143;17;21987
Apollo Resort & Spa;30/08/2023;77;304;39;16403
Nimble Inn;30/08/2023;91;207;29;3120
Ezmeral Grand Hotel;30/08/2023;70;254;41;18022
Alletra Boutique Hotel;30/08/2023;77;357;24;22016
Simplivity Golden Plaza Hotel;30/08/2023;95;386;48;24013
Cray Villas;30/08/2023;70;316;49;23396
Apollo Diamond Suites;30/08/2023;78;381;43;24012
Apollo Towers;30/08/2023;74;305;16;12974
Alletra Diamond Grand Hotel;31/08/2023;71;298;57;13728
ProLiant Towers;31/08/2023;86;341;43;20789
Aruba Luxury Lodge;31/08/2023;71;259;40;16198
InfoSight Boutique Hotel;31/08/2023;92;414;78;15235
Primera Grand;31/08/2023;95;218;43;24297
dHCI Executive Boutique Hotel;31/08/2023;92;448;79;1485
ProLiant Haven;31/08/2023;78;225;13;23841
Apollo Executive Beach Resort;31/08/2023;76;226;42;20387
Aruba Lodge;31/08/2023;91;269;51;14501
Alletra Haven;31/08/2023;77;181;25;1507
dHCI Platinum Beach Resort;31/08/2023;79;375;58;15891
GreenLake Platinum Heritage Inn;31/08/2023;80;184;18;16326
Pointnext Signature Residences & Suites;31/08/2023;94;253;26;18715
ProLiant Place;31/08/2023;72;323;22;23174
Synergy Golden Grand Hotel;31/08/2023;89;192;22;18608
Alletra Resort;31/08/2023;93;358;27;2409
GreenLake Digital Business Suites;31/08/2023;93;376;52;30762
Apollo Resort & Spa;31/08/2023;85;401;21;26428
Nimble Inn;31/08/2023;78;316;22;15123
Ezmeral Grand Hotel;31/08/2023;80;359;57;26019
Alletra Boutique Hotel;31/08/2023;84;365;31;14407
Simplivity Golden Plaza Hotel;31/08/2023;83;402;27;22777
Cray Villas;31/08/2023;90;268;23;14961
Apollo Diamond Suites;31/08/2023;77;285;32;22204
Apollo Towers;31/08/2023;73;270;25;15101
Alletra Diamond Grand Hotel;01/09/2023;74;326;33;17983
ProLiant Towers;01/09/2023;52;234;35;16774
Aruba Luxury Lodge;01/09/2023;60;180;16;12203
InfoSight Boutique Hotel;01/09/2023;54;216;24;15878
Primera Grand;01/09/2023;69;177;35;15382
dHCI Executive Boutique Hotel;01/09/2023;79;190;21;28511
ProLiant Haven;01/09/2023;62;217;38;13489
Apollo Executive Beach Resort;01/09/2023;53;205;40;11696
Aruba Lodge;01/09/2023;57;183;11;15538
Alletra Haven;01/09/2023;68;315;37;14392
dHCI Platinum Beach Resort;01/09/2023;57;224;43;1768
GreenLake Platinum Heritage Inn;01/09/2023;67;245;20;22666
Pointnext Signature Residences & Suites;01/09/2023;66;183;22;16268
ProLiant Place;01/09/2023;78;184;21;23849
Synergy Golden Grand Hotel;01/09/2023;57;232;42;1345
Alletra Resort;01/09/2023;65;279;43;19045
GreenLake Digital Business Suites;01/09/2023;60;292;35;19979
Apollo Resort & Spa;01/09/2023;56;248;38;20256
Nimble Inn;01/09/2023;77;308;23;26957
Ezmeral Grand Hotel;01/09/2023;55;202;21;18369
Alletra Boutique Hotel;01/09/2023;80;257;42;13011
Simplivity Golden Plaza Hotel;01/09/2023;60;225;35;22552
Cray Villas;01/09/2023;55;118;21;20828
Apollo Diamond Suites;01/09/2023;63;221;14;14487
Apollo Towers;01/09/2023;80;239;31;17654
Alletra Diamond Grand Hotel;02/09/2023;77;343;27;17635
ProLiant Towers;02/09/2023;70;187;20;16702
Aruba Luxury Lodge;02/09/2023;86;313;53;21736
InfoSight Boutique Hotel;02/09/2023;92;297;23;31565
Primera Grand;02/09/2023;75;232;34;23101
dHCI Executive Boutique Hotel;02/09/2023;61;245;43;14079
ProLiant Haven;02/09/2023;89;429;74;23097
Apollo Executive Beach Resort;02/09/2023;62;141;10;22147
Aruba Lodge;02/09/2023;91;305;47;17813
Alletra Haven;02/09/2023;69;332;22;12542
dHCI Platinum Beach Resort;02/09/2023;90;286;51;15487
GreenLake Platinum Heritage Inn;02/09/2023;83;334;59;17147
Pointnext Signature Residences & Suites;02/09/2023;87;258;46;27028
ProLiant Place;02/09/2023;85;279;44;20207
Synergy Golden Grand Hotel;02/09/2023;76;302;48;13086
Alletra Resort;02/09/2023;64;232;38;15197
GreenLake Digital Business Suites;02/09/2023;79;213;17;2213
Apollo Resort & Spa;02/09/2023;76;302;45;16604
Nimble Inn;02/09/2023;68;282;44;21778
Ezmeral Grand Hotel;02/09/2023;81;307;30;16955
Alletra Boutique Hotel;02/09/2023;63;225;26;1755
Simplivity Golden Plaza Hotel;02/09/2023;73;175;21;24537
Cray Villas;02/09/2023;68;255;24;12838
Apollo Diamond Suites;02/09/2023;85;192;19;13654
Apollo Towers;02/09/2023;68;217;22;23365
Alletra Diamond Grand Hotel;03/09/2023;67;274;48;20089
ProLiant Towers;03/09/2023;60;165;30;15522
Aruba Luxury Lodge;03/09/2023;88;256;17;24471
InfoSight Boutique Hotel;03/09/2023;86;401;23;30738
Primera Grand;03/09/2023;85;261;36;29294
dHCI Executive Boutique Hotel;03/09/2023;82;295;38;22271
ProLiant Haven;03/09/2023;60;238;24;20604
Apollo Executive Beach Resort;03/09/2023;87;269;33;2548
Aruba Lodge;03/09/2023;64;185;21;1209
Alletra Haven;03/09/2023;76;161;10;13625
dHCI Platinum Beach Resort;03/09/2023;90;240;12;25611
GreenLake Platinum Heritage Inn;03/09/2023;69;328;63;20333
Pointnext Signature Residences & Suites;03/09/2023;81;220;13;23097
ProLiant Place;03/09/2023;69;294;32;13374
Synergy Golden Grand Hotel;03/09/2023;88;431;53;20183
Alletra Resort;03/09/2023;82;176;17;21419
GreenLake Digital Business Suites;03/09/2023;67;158;27;1843
Apollo Resort & Spa;03/09/2023;86;200;26;18627
Nimble Inn;03/09/2023;87;322;22;15468
Ezmeral Grand Hotel;03/09/2023;82;381;32;23281
Alletra Boutique Hotel;03/09/2023;81;318;50;14049
Simplivity Golden Plaza Hotel;03/09/2023;74;337;53;16328
Cray Villas;03/09/2023;76;197;27;18299
Apollo Diamond Suites;03/09/2023;81;314;37;17524
Apollo Towers;03/09/2023;64;162;25;22063
Alletra Diamond Grand Hotel;04/09/2023;60;247;29;17428
ProLiant Towers;04/09/2023;78;321;42;24602
Aruba Luxury Lodge;04/09/2023;71;294;29;1438
InfoSight Boutique Hotel;04/09/2023;74;224;23;16188
Primera Grand;04/09/2023;51;105;13;18946
dHCI Executive Boutique Hotel;04/09/2023;56;247;15;19751
ProLiant Haven;04/09/2023;70;283;26;12605
Apollo Executive Beach Resort;04/09/2023;79;366;35;13877
Aruba Lodge;04/09/2023;62;195;22;11969
Alletra Haven;04/09/2023;61;281;50;13349
dHCI Platinum Beach Resort;04/09/2023;59;264;49;17894
GreenLake Platinum Heritage Inn;04/09/2023;73;198;20;13983
Pointnext Signature Residences & Suites;04/09/2023;73;300;30;25667
ProLiant Place;04/09/2023;74;190;12;25582
Synergy Golden Grand Hotel;04/09/2023;60;276;53;11404
Alletra Resort;04/09/2023;79;384;64;20119
GreenLake Digital Business Suites;04/09/2023;77;189;21;21673
Apollo Resort & Spa;04/09/2023;52;221;25;15429
Nimble Inn;04/09/2023;66;218;26;13027
Ezmeral Grand Hotel;04/09/2023;73;240;23;17838
Alletra Boutique Hotel;04/09/2023;78;157;26;21211
Simplivity Golden Plaza Hotel;04/09/2023;74;242;31;24546
Cray Villas;04/09/2023;63;206;13;19062
Apollo Diamond Suites;04/09/2023;55;265;21;11311
Apollo Towers;04/09/2023;64;198;15;16353
Alletra Diamond Grand Hotel;05/09/2023;56;115;9;1387
ProLiant Towers;05/09/2023;51;148;11;14252
Aruba Luxury Lodge;05/09/2023;55;180;21;10729
InfoSight Boutique Hotel;05/09/2023;51;174;31;14412
Primera Grand;05/09/2023;68;326;35;13199
dHCI Executive Boutique Hotel;05/09/2023;77;312;35;19731
ProLiant Haven;05/09/2023;80;330;39;1874
Apollo Executive Beach Resort;05/09/2023;80;344;21;19132
Aruba Lodge;05/09/2023;57;231;16;2174
Alletra Haven;05/09/2023;72;162;28;22439
dHCI Platinum Beach Resort;05/09/2023;70;257;16;2262
GreenLake Platinum Heritage Inn;05/09/2023;60;148;27;11467
Pointnext Signature Residences & Suites;05/09/2023;54;235;32;21077
ProLiant Place;05/09/2023;67;288;26;15275
Synergy Golden Grand Hotel;05/09/2023;54;132;22;20982
Alletra Resort;05/09/2023;73;313;61;26047
GreenLake Digital Business Suites;05/09/2023;57;194;12;15948
Apollo Resort & Spa;05/09/2023;77;289;29;13778
Nimble Inn;05/09/2023;68;299;24;23039
Ezmeral Grand Hotel;05/09/2023;68;273;21;24072
Alletra Boutique Hotel;05/09/2023;55;147;22;14956
Simplivity Golden Plaza Hotel;05/09/2023;77;366;67;27867
Cray Villas;05/09/2023;69;201;28;20049
Apollo Diamond Suites;05/09/2023;53;237;29;11325
Apollo Towers;05/09/2023;72;315;47;22645
Alletra Diamond Grand Hotel;06/09/2023;66;329;42;21403
ProLiant Towers;06/09/2023;61;292;19;12884
Aruba Luxury Lodge;06/09/2023;54;131;8;12675
InfoSight Boutique Hotel;06/09/2023;70;251;44;1219
Primera Grand;06/09/2023;51;145;7;15801
dHCI Executive Boutique Hotel;06/09/2023;50;212;23;13989
ProLiant Haven;06/09/2023;77;373;48;26667
Apollo Executive Beach Resort;06/09/2023;64;128;22;19224
Aruba Lodge;06/09/2023;61;270;14;15806
Alletra Haven;06/09/2023;53;162;20;17139
dHCI Platinum Beach Resort;06/09/2023;60;131;9;11641
GreenLake Platinum Heritage Inn;06/09/2023;64;220;43;23594
Pointnext Signature Residences & Suites;06/09/2023;75;347;61;20524
ProLiant Place;06/09/2023;51;106;5;15868
Synergy Golden Grand Hotel;06/09/2023;70;338;61;24555
Alletra Resort;06/09/2023;77;319;52;14641
GreenLake Digital Business Suites;06/09/2023;67;200;36;12085
Apollo Resort & Spa;06/09/2023;61;302;42;11468
Nimble Inn;06/09/2023;67;217;31;12171
Ezmeral Grand Hotel;06/09/2023;55;138;19;16693
Alletra Boutique Hotel;06/09/2023;59;140;13;20948
Simplivity Golden Plaza Hotel;06/09/2023;73;199;30;16798
Cray Villas;06/09/2023;80;358;26;25143
Apollo Diamond Suites;06/09/2023;65;258;15;18446
Apollo Towers;06/09/2023;62;219;17;13299
Alletra Diamond Grand Hotel;07/09/2023;62;239;20;14163
ProLiant Towers;07/09/2023;69;308;55;17405
Aruba Luxury Lodge;07/09/2023;77;245;42;15193
InfoSight Boutique Hotel;07/09/2023;56;112;20;14816
Primera Grand;07/09/2023;63;211;34;16437
dHCI Executive Boutique Hotel;07/09/2023;53;232;27;19946
ProLiant Haven;07/09/2023;68;243;33;18971
Apollo Executive Beach Resort;07/09/2023;56;271;51;12722
Aruba Lodge;07/09/2023;66;240;45;12603
Alletra Haven;07/09/2023;72;282;37;12369
dHCI Platinum Beach Resort;07/09/2023;50;132;10;12417
GreenLake Platinum Heritage Inn;07/09/2023;68;277;19;12395
Pointnext Signature Residences & Suites;07/09/2023;80;327;63;18727
ProLiant Place;07/09/2023;66;256;40;2347
Synergy Golden Grand Hotel;07/09/2023;68;314;15;20292
Alletra Resort;07/09/2023;69;149;13;22524
GreenLake Digital Business Suites;07/09/2023;53;138;22;18944
Apollo Resort & Spa;07/09/2023;55;265;27;1699
Nimble Inn;07/09/2023;59;202;14;19573
Ezmeral Grand Hotel;07/09/2023;71;266;32;24695
Alletra Boutique Hotel;07/09/2023;75;204;32;22761
Simplivity Golden Plaza Hotel;07/09/2023;57;162;17;19205
Cray Villas;07/09/2023;79;211;16;20332
Apollo Diamond Suites;07/09/2023;61;265;47;12389
Apollo Towers;07/09/2023;51;236;18;17862
Alletra Diamond Grand Hotel;08/09/2023;72;316;59;25106
ProLiant Towers;08/09/2023;58;185;34;16193
Aruba Luxury Lodge;08/09/2023;51;117;15;15198
InfoSight Boutique Hotel;08/09/2023;78;302;37;20768
Primera Grand;08/09/2023;74;315;22;1787
dHCI Executive Boutique Hotel;08/09/2023;65;181;28;17939
ProLiant Haven;08/09/2023;56;209;13;11777
Apollo Executive Beach Resort;08/09/2023;56;252;20;11716
Aruba Lodge;08/09/2023;76;328;60;21409
Alletra Haven;08/09/2023;55;244;18;18366
dHCI Platinum Beach Resort;08/09/2023;77;376;32;25007
GreenLake Platinum Heritage Inn;08/09/2023;74;245;34;25431
Pointnext Signature Residences & Suites;08/09/2023;55;202;33;10552
ProLiant Place;08/09/2023;74;181;18;18742
Synergy Golden Grand Hotel;08/09/2023;69;279;14;25149
Alletra Resort;08/09/2023;68;142;18;15177
GreenLake Digital Business Suites;08/09/2023;69;327;38;12922
Apollo Resort & Spa;08/09/2023;74;296;31;14928
Nimble Inn;08/09/2023;61;170;10;1638
Ezmeral Grand Hotel;08/09/2023;78;190;30;14146
Alletra Boutique Hotel;08/09/2023;74;230;29;24726
Simplivity Golden Plaza Hotel;08/09/2023;78;215;18;16255
Cray Villas;08/09/2023;62;217;20;11878
Apollo Diamond Suites;08/09/2023;75;357;28;17421
Apollo Towers;08/09/2023;58;221;40;10923
Alletra Diamond Grand Hotel;09/09/2023;71;313;17;19974
ProLiant Towers;09/09/2023;65;177;12;17193
Aruba Luxury Lodge;09/09/2023;57;117;22;1616
InfoSight Boutique Hotel;09/09/2023;90;311;48;28437
Primera Grand;09/09/2023;65;315;61;14096
dHCI Executive Boutique Hotel;09/09/2023;75;301;19;18366
ProLiant Haven;09/09/2023;79;284;24;14336
Apollo Executive Beach Resort;09/09/2023;58;183;9;14904
Aruba Lodge;09/09/2023;89;267;23;17573
Alletra Haven;09/09/2023;68;238;14;2133
dHCI Platinum Beach Resort;09/09/2023;65;279;16;12905
GreenLake Platinum Heritage Inn;09/09/2023;65;281;23;18932
Pointnext Signature Residences & Suites;09/09/2023;76;184;34;13512
ProLiant Place;09/09/2023;82;380;75;2090
Synergy Golden Grand Hotel;09/09/2023;89;304;44;16352
Alletra Resort;09/09/2023;76;173;12;22033
GreenLake Digital Business Suites;09/09/2023;77;316;21;16619
Apollo Resort & Spa;09/09/2023;65;175;22;22476
Nimble Inn;09/09/2023;64;264;20;12691
Ezmeral Grand Hotel;09/09/2023;66;270;46;16252
Alletra Boutique Hotel;09/09/2023;64;185;26;20129
Simplivity Golden Plaza Hotel;09/09/2023;83;366;32;27738
Cray Villas;09/09/2023;76;267;32;18701
Apollo Diamond Suites;09/09/2023;81;223;15;22788
Apollo Towers;09/09/2023;82;228;36;26998
Alletra Diamond Grand Hotel;10/09/2023;82;386;27;15606
ProLiant Towers;10/09/2023;63;196;37;16453
Aruba Luxury Lodge;10/09/2023;66;189;13;15682
InfoSight Boutique Hotel;10/09/2023;69;323;33;20292
Primera Grand;10/09/2023;90;340;62;30482
dHCI Executive Boutique Hotel;10/09/2023;83;360;44;15921
ProLiant Haven;10/09/2023;75;199;22;21876
Apollo Executive Beach Resort;10/09/2023;64;300;28;21394
Aruba Lodge;10/09/2023;76;217;19;26627
Alletra Haven;10/09/2023;79;302;52;23447
dHCI Platinum Beach Resort;10/09/2023;70;297;29;22112
GreenLake Platinum Heritage Inn;10/09/2023;71;303;20;25659
Pointnext Signature Residences & Suites;10/09/2023;57;231;40;19903
ProLiant Place;10/09/2023;82;232;34;20008
Synergy Golden Grand Hotel;10/09/2023;87;416;35;29362
Alletra Resort;10/09/2023;70;166;24;17547
GreenLake Digital Business Suites;10/09/2023;73;284;41;20985
Apollo Resort & Spa;10/09/2023;67;155;22;20336
Nimble Inn;10/09/2023;86;351;26;27365
Ezmeral Grand Hotel;10/09/2023;66;153;17;22643
Alletra Boutique Hotel;10/09/2023;86;367;24;18931
Simplivity Golden Plaza Hotel;10/09/2023;88;186;27;1751
Cray Villas;10/09/2023;58;170;21;16914
Apollo Diamond Suites;10/09/2023;69;325;35;25405
Apollo Towers;10/09/2023;71;269;37;26069
Alletra Diamond Grand Hotel;11/09/2023;56;276;48;12495
ProLiant Towers;11/09/2023;62;168;12;17547
Aruba Luxury Lodge;11/09/2023;62;172;18;12479
InfoSight Boutique Hotel;11/09/2023;78;287;30;19585
Primera Grand;11/09/2023;54;242;25;14344
dHCI Executive Boutique Hotel;11/09/2023;50;238;26;11803
ProLiant Haven;11/09/2023;55;257;32;19031
Apollo Executive Beach Resort;11/09/2023;79;332;59;13399
Aruba Lodge;11/09/2023;66;210;18;20593
Alletra Haven;11/09/2023;58;150;28;11382
dHCI Platinum Beach Resort;11/09/2023;50;150;26;13783
GreenLake Platinum Heritage Inn;11/09/2023;58;239;29;15719
Pointnext Signature Residences & Suites;11/09/2023;60;123;16;22878
ProLiant Place;11/09/2023;68;242;43;18732
Synergy Golden Grand Hotel;11/09/2023;71;338;48;23398
Alletra Resort;11/09/2023;71;147;24;1710
GreenLake Digital Business Suites;11/09/2023;66;155;27;20134
Apollo Resort & Spa;11/09/2023;63;249;25;13231
Nimble Inn;11/09/2023;60;155;22;17611
Ezmeral Grand Hotel;11/09/2023;70;339;26;21526
Alletra Boutique Hotel;11/09/2023;61;292;41;12199
Simplivity Golden Plaza Hotel;11/09/2023;62;128;6;21144
Cray Villas;11/09/2023;62;225;19;22703
Apollo Diamond Suites;11/09/2023;63;170;14;2274
Apollo Towers;11/09/2023;79;179;22;13395
Alletra Diamond Grand Hotel;12/09/2023;70;342;25;15841
ProLiant Towers;12/09/2023;66;266;35;24328
Aruba Luxury Lodge;12/09/2023;79;168;23;26239
InfoSight Boutique Hotel;12/09/2023;78;159;19;23614
Primera Grand;12/09/2023;55;115;14;20827
dHCI Executive Boutique Hotel;12/09/2023;60;204;24;18858
ProLiant Haven;12/09/2023;79;293;36;17182
Apollo Executive Beach Resort;12/09/2023;78;325;34;19993
Aruba Lodge;12/09/2023;69;187;22;21846
Alletra Haven;12/09/2023;60;246;42;2082
dHCI Platinum Beach Resort;12/09/2023;60;174;9;12217
GreenLake Platinum Heritage Inn;12/09/2023;58;222;39;11698
Pointnext Signature Residences & Suites;12/09/2023;61;297;19;21015
ProLiant Place;12/09/2023;68;305;17;24571
Synergy Golden Grand Hotel;12/09/2023;55;250;46;18711
Alletra Resort;12/09/2023;51;218;29;13718
GreenLake Digital Business Suites;12/09/2023;71;199;22;12683
Apollo Resort & Spa;12/09/2023;68;204;29;12094
Nimble Inn;12/09/2023;54;177;29;18724
Ezmeral Grand Hotel;12/09/2023;62;199;22;22343
Alletra Boutique Hotel;12/09/2023;61;216;25;18241
Simplivity Golden Plaza Hotel;12/09/2023;58;134;11;11458
Cray Villas;12/09/2023;69;283;33;17371
Apollo Diamond Suites;12/09/2023;58;197;34;1225
Apollo Towers;12/09/2023;53;125;19;16334
Alletra Diamond Grand Hotel;13/09/2023;79;195;32;17481
ProLiant Towers;13/09/2023;50;149;27;16413
Aruba Luxury Lodge;13/09/2023;61;205;16;1228
InfoSight Boutique Hotel;13/09/2023;77;272;25;21202
Primera Grand;13/09/2023;56;167;9;11983
dHCI Executive Boutique Hotel;13/09/2023;61;176;33;17358
ProLiant Haven;13/09/2023;77;329;51;15303
Apollo Executive Beach Resort;13/09/2023;76;167;21;13149
Aruba Lodge;13/09/2023;61;148;12;20709
Alletra Haven;13/09/2023;66;297;42;19023
dHCI Platinum Beach Resort;13/09/2023;52;210;13;16744
GreenLake Platinum Heritage Inn;13/09/2023;57;192;13;20591
Pointnext Signature Residences & Suites;13/09/2023;58;188;15;12171
ProLiant Place;13/09/2023;61;218;25;21288
Synergy Golden Grand Hotel;13/09/2023;74;283;55;16518
Alletra Resort;13/09/2023;57;196;22;19979
GreenLake Digital Business Suites;13/09/2023;76;297;59;27619
Apollo Resort & Spa;13/09/2023;70;279;43;14673
Nimble Inn;13/09/2023;58;267;42;18397
Ezmeral Grand Hotel;13/09/2023;52;147;10;12977
Alletra Boutique Hotel;13/09/2023;79;216;36;15953
Simplivity Golden Plaza Hotel;13/09/2023;78;175;11;26264
Cray Villas;13/09/2023;80;265;39;19723
Apollo Diamond Suites;13/09/2023;71;160;19;15279
Apollo Towers;13/09/2023;66;312;40;19527
Alletra Diamond Grand Hotel;14/09/2023;78;271;22;19179
ProLiant Towers;14/09/2023;55;204;23;21282
Aruba Luxury Lodge;14/09/2023;65;321;55;18316
InfoSight Boutique Hotel;14/09/2023;51;188;19;14755
Primera Grand;14/09/2023;69;158;20;20669
dHCI Executive Boutique Hotel;14/09/2023;72;288;54;12891
ProLiant Haven;14/09/2023;53;174;15;13164
Apollo Executive Beach Resort;14/09/2023;50;234;28;13282
Aruba Lodge;14/09/2023;67;290;26;24675
Alletra Haven;14/09/2023;50;247;39;11626
dHCI Platinum Beach Resort;14/09/2023;65;245;25;14029
GreenLake Platinum Heritage Inn;14/09/2023;57;251;37;20951
Pointnext Signature Residences & Suites;14/09/2023;55;203;30;12317
ProLiant Place;14/09/2023;65;264;22;16802
Synergy Golden Grand Hotel;14/09/2023;59;205;35;1321
Alletra Resort;14/09/2023;77;316;16;21938
GreenLake Digital Business Suites;14/09/2023;72;313;44;21013
Apollo Resort & Spa;14/09/2023;80;393;70;27591
Nimble Inn;14/09/2023;69;239;26;14527
Ezmeral Grand Hotel;14/09/2023;80;296;49;26549
Alletra Boutique Hotel;14/09/2023;56;227;34;15354
Simplivity Golden Plaza Hotel;14/09/2023;66;152;11;24229
Cray Villas;14/09/2023;58;155;12;19894
Apollo Diamond Suites;14/09/2023;50;216;36;13315
Apollo Towers;14/09/2023;50;107;17;17435
Alletra Diamond Grand Hotel;15/09/2023;62;167;9;2137
ProLiant Towers;15/09/2023;68;161;10;13556
Aruba Luxury Lodge;15/09/2023;59;144;27;11527
InfoSight Boutique Hotel;15/09/2023;79;367;54;1901
Primera Grand;15/09/2023;78;244;45;18501
dHCI Executive Boutique Hotel;15/09/2023;76;222;37;12697
ProLiant Haven;15/09/2023;69;166;32;17848
Apollo Executive Beach Resort;15/09/2023;56;156;9;16049
Aruba Lodge;15/09/2023;55;225;21;19581
Alletra Haven;15/09/2023;55;139;25;11813
dHCI Platinum Beach Resort;15/09/2023;79;375;45;26238
GreenLake Platinum Heritage Inn;15/09/2023;59;193;16;21877
Pointnext Signature Residences & Suites;15/09/2023;77;251;36;12859
ProLiant Place;15/09/2023;80;322;49;18228
Synergy Golden Grand Hotel;15/09/2023;59;188;18;15421
Alletra Resort;15/09/2023;59;278;40;15741
GreenLake Digital Business Suites;15/09/2023;71;216;21;19987
Apollo Resort & Spa;15/09/2023;71;272;38;22192
